unique_id,y,ds
M10127,1074.0,2015-03-31 12:00:00
M10127,1081.0,2015-04-30 12:00:00
M10127,1086.0,2015-05-31 12:00:00
M10127,1102.0,2015-06-30 12:00:00
M10127,1079.0,2015-07-31 12:00:00
M10127,1087.0,2015-08-31 12:00:00
M10127,1104.0,2015-09-30 12:00:00
M10127,1097.0,2015-10-31 12:00:00
M10127,1065.0,2015-11-30 12:00:00
M10127,1070.0,2015-12-31 12:00:00
M10127,1077.0,2016-01-31 12:00:00
M10127,1089.0,2016-02-29 12:00:00
M10127,1104.0,2016-03-31 12:00:00
M10127,1103.0,2016-04-30 12:00:00
M10127,1106.0,2016-05-31 12:00:00
M10127,1107.0,2016-06-30 12:00:00
M10127,1100.0,2016-07-31 12:00:00
M1013,310.0,2011-01-31 12:00:00
M1013,850.0,2011-02-28 12:00:00
M1013,740.0,2011-03-31 12:00:00
M1013,680.0,2011-04-30 12:00:00
M1013,980.0,2011-05-31 12:00:00
M1013,1020.0,2011-06-30 12:00:00
M1013,1060.0,2011-07-31 12:00:00
M1013,1470.0,2011-08-31 12:00:00
M1013,960.0,2011-09-30 12:00:00
M1013,660.0,2011-10-31 12:00:00
M1013,720.0,2011-11-30 12:00:00
M1013,810.0,2011-12-31 12:00:00
M1013,1210.0,2012-01-31 12:00:00
M1013,1260.0,2012-02-29 12:00:00
M1013,1090.0,2012-03-31 12:00:00
M1013,720.0,2012-04-30 12:00:00
M1013,1350.0,2012-05-31 12:00:00
M1013,1000.0,2012-06-30 12:00:00
M1013,1150.0,2012-07-31 12:00:00
M1013,2920.0,2012-08-31 12:00:00
M1013,1030.0,2012-09-30 12:00:00
M1013,1450.0,2012-10-31 12:00:00
M1013,1220.0,2012-11-30 12:00:00
M1013,940.0,2012-12-31 12:00:00
M1013,1390.0,2013-01-31 12:00:00
M1013,1200.0,2013-02-28 12:00:00
M1013,1530.0,2013-03-31 12:00:00
M1013,1950.0,2013-04-30 12:00:00
M1013,2260.0,2013-05-31 12:00:00
M1013,1890.0,2013-06-30 12:00:00
M1013,2050.0,2013-07-31 12:00:00
M1013,1980.0,2013-08-31 12:00:00
M1013,1780.0,2013-09-30 12:00:00
M1013,1660.0,2013-10-31 12:00:00
M1013,1280.0,2013-11-30 12:00:00
M1013,1530.0,2013-12-31 12:00:00
M1013,1540.0,2014-01-31 12:00:00
M1013,1980.0,2014-02-28 12:00:00
M1013,2140.0,2014-03-31 12:00:00
M1013,2910.0,2014-04-30 12:00:00
M1013,2460.0,2014-05-31 12:00:00
M1013,1990.0,2014-06-30 12:00:00
M1013,2340.0,2014-07-31 12:00:00
M1013,2270.0,2014-08-31 12:00:00
M1013,2420.0,2014-09-30 12:00:00
M1013,1890.0,2014-10-31 12:00:00
M1013,1990.0,2014-11-30 12:00:00
M1013,1780.0,2014-12-31 12:00:00
M1013,1930.0,2015-01-31 12:00:00
M1013,1540.0,2015-02-28 12:00:00
M1013,2100.0,2015-03-31 12:00:00
M1013,2200.0,2015-04-30 12:00:00
M1013,2340.0,2015-05-31 12:00:00
M1013,3070.0,2015-06-30 12:00:00
M1013,2120.0,2015-07-31 12:00:00
M1013,2130.0,2015-08-31 12:00:00
M1013,2870.0,2015-09-30 12:00:00
M1013,2290.0,2015-10-31 12:00:00
M1013,2310.0,2015-11-30 12:00:00
M1013,2460.0,2015-12-31 12:00:00
M1013,2260.0,2016-01-31 12:00:00
M1013,1760.0,2016-02-29 12:00:00
M1013,2010.0,2016-03-31 12:00:00
M1013,2740.0,2016-04-30 12:00:00
M1013,2950.0,2016-05-31 12:00:00
M1013,6000.0,2016-06-30 12:00:00
M1013,4120.0,2016-07-31 12:00:00
M1013,6290.0,2016-08-31 12:00:00
M1013,2920.0,2016-09-30 12:00:00
M10176,3055.2,2011-01-31 12:00:00
M10176,2997.2,2011-02-28 12:00:00
M10176,3004.8,2011-03-31 12:00:00
M10176,3019.4,2011-04-30 12:00:00
M10176,3023.5,2011-05-31 12:00:00
M10176,3050.4,2011-06-30 12:00:00
M10176,3065.1,2011-07-31 12:00:00
M10176,3061.3,2011-08-31 12:00:00
M10176,3036.6,2011-09-30 12:00:00
M10176,3087.6,2011-10-31 12:00:00
M10176,3271.7,2011-11-30 12:00:00
M10176,3349.3,2011-12-31 12:00:00
M10176,3172.9,2012-01-31 12:00:00
M10176,3036.9,2012-02-29 12:00:00
M10176,3031.5,2012-03-31 12:00:00
M10176,3031.4,2012-04-30 12:00:00
M10176,3027.7,2012-05-31 12:00:00
M10176,3014.6,2012-06-30 12:00:00
M10176,3011.7,2012-07-31 12:00:00
M10176,2999.5,2012-08-31 12:00:00
M10176,2981.3,2012-09-30 12:00:00
M10176,3023.4,2012-10-31 12:00:00
M10176,3194.5,2012-11-30 12:00:00
M10176,3259.7,2012-12-31 12:00:00
M10176,3041.6,2013-01-31 12:00:00
M10176,2961.5,2013-02-28 12:00:00
M10176,2987.7,2013-03-31 12:00:00
M10176,2996.4,2013-04-30 12:00:00
M10176,3000.9,2013-05-31 12:00:00
M10176,3018.8,2013-06-30 12:00:00
M10176,3031.9,2013-07-31 12:00:00
M10176,3030.6,2013-08-31 12:00:00
M10176,3020.8,2013-09-30 12:00:00
M10176,3066.9,2013-10-31 12:00:00
M10176,3246.1,2013-11-30 12:00:00
M10176,3321.2,2013-12-31 12:00:00
M10176,3107.4,2014-01-31 12:00:00
M10176,3025.8,2014-02-28 12:00:00
M10176,3043.7,2014-03-31 12:00:00
M10176,3042.1,2014-04-30 12:00:00
M10176,3044.4,2014-05-31 12:00:00
M10176,3060.5,2014-06-30 12:00:00
M10176,3074.4,2014-07-31 12:00:00
M10176,3074.2,2014-08-31 12:00:00
M10176,3051.1,2014-09-30 12:00:00
M10176,3098.8,2014-10-31 12:00:00
M10176,3261.6,2014-11-30 12:00:00
M10176,3340.9,2014-12-31 12:00:00
M10176,3126.5,2015-01-31 12:00:00
M10176,3042.9,2015-02-28 12:00:00
M10176,3071.8,2015-03-31 12:00:00
M10176,3073.4,2015-04-30 12:00:00
M10176,3085.5,2015-05-31 12:00:00
M10176,3101.2,2015-06-30 12:00:00
M10176,3109.3,2015-07-31 12:00:00
M10176,3112.4,2015-08-31 12:00:00
M10176,3100.4,2015-09-30 12:00:00
M10176,3153.3,2015-10-31 12:00:00
M10176,3320.1,2015-11-30 12:00:00
M10176,3387.1,2015-12-31 12:00:00
M10176,3179.1,2016-01-31 12:00:00
M10176,3112.2,2016-02-29 12:00:00
M10176,3147.9,2016-03-31 12:00:00
M10176,3137.5,2016-04-30 12:00:00
M10176,3142.1,2016-05-31 12:00:00
M10176,3155.4,2016-06-30 12:00:00
M10176,3166.9,2016-07-31 12:00:00
M10176,3172.5,2016-08-31 12:00:00
M10176,3155.5,2016-09-30 12:00:00
M10280,7315.0,2010-12-31 12:00:00
M10280,4108.0,2011-01-31 12:00:00
M10280,4088.0,2011-02-28 12:00:00
M10280,4350.0,2011-03-31 12:00:00
M10280,4441.0,2011-04-30 12:00:00
M10280,4770.0,2011-05-31 12:00:00
M10280,5251.0,2011-06-30 12:00:00
M10280,5234.0,2011-07-31 12:00:00
M10280,5596.0,2011-08-31 12:00:00
M10280,5822.0,2011-09-30 12:00:00
M10280,6710.0,2011-10-31 12:00:00
M10280,7024.0,2011-11-30 12:00:00
M10280,6867.0,2011-12-31 12:00:00
M10280,6952.0,2012-01-31 12:00:00
M10280,6776.0,2012-02-29 12:00:00
M10280,6875.0,2012-03-31 12:00:00
M10280,7017.0,2012-04-30 12:00:00
M10280,7366.0,2012-05-31 12:00:00
M10280,7216.0,2012-06-30 12:00:00
M10280,6878.0,2012-07-31 12:00:00
M10280,6760.0,2012-08-31 12:00:00
M10280,7184.0,2012-09-30 12:00:00
M10280,7928.0,2012-10-31 12:00:00
M10280,8005.0,2012-11-30 12:00:00
M10280,7448.0,2012-12-31 12:00:00
M10280,5507.0,2013-01-31 12:00:00
M10280,5200.0,2013-02-28 12:00:00
M10280,5322.0,2013-03-31 12:00:00
M10280,5674.0,2013-04-30 12:00:00
M10280,6117.0,2013-05-31 12:00:00
M10280,6635.0,2013-06-30 12:00:00
M10280,6871.0,2013-07-31 12:00:00
M10280,7092.0,2013-08-31 12:00:00
M10280,7552.0,2013-09-30 12:00:00
M10280,8264.0,2013-10-31 12:00:00
M10280,8515.0,2013-11-30 12:00:00
M10280,8529.0,2013-12-31 12:00:00
M10280,8535.0,2014-01-31 12:00:00
M10280,8691.0,2014-02-28 12:00:00
M10280,8759.0,2014-03-31 12:00:00
M10280,8661.0,2014-04-30 12:00:00
M10280,8683.0,2014-05-31 12:00:00
M10280,8543.0,2014-06-30 12:00:00
M10280,8199.0,2014-07-31 12:00:00
M10280,7865.0,2014-08-31 12:00:00
M10280,7679.0,2014-09-30 12:00:00
M10280,7811.0,2014-10-31 12:00:00
M10280,7663.0,2014-11-30 12:00:00
M10280,7118.0,2014-12-31 12:00:00
M10280,6082.0,2015-01-31 12:00:00
M10280,5859.0,2015-02-28 12:00:00
M10280,6056.0,2015-03-31 12:00:00
M10280,6579.0,2015-04-30 12:00:00
M10280,6839.0,2015-05-31 12:00:00
M10280,6983.0,2015-06-30 12:00:00
M10280,7039.0,2015-07-31 12:00:00
M10280,7100.0,2015-08-31 12:00:00
M10280,7270.0,2015-09-30 12:00:00
M10280,7344.0,2015-10-31 12:00:00
M10280,7451.0,2015-11-30 12:00:00
M10280,7336.0,2015-12-31 12:00:00
M10280,6819.0,2016-01-31 12:00:00
M10280,6606.0,2016-02-29 12:00:00
M10280,6799.0,2016-03-31 12:00:00
M10280,7017.0,2016-04-30 12:00:00
M10280,7305.0,2016-05-31 12:00:00
M10280,7404.0,2016-06-30 12:00:00
M10280,7428.0,2016-07-31 12:00:00
M10280,7502.0,2016-08-31 12:00:00
M10416,3869.0,2010-11-30 12:00:00
M10416,3789.0,2010-12-31 12:00:00
M10416,3482.0,2011-01-31 12:00:00
M10416,3257.0,2011-02-28 12:00:00
M10416,3498.0,2011-03-31 12:00:00
M10416,4088.0,2011-04-30 12:00:00
M10416,5082.0,2011-05-31 12:00:00
M10416,5845.0,2011-06-30 12:00:00
M10416,6109.0,2011-07-31 12:00:00
M10416,6115.0,2011-08-31 12:00:00
M10416,5282.0,2011-09-30 12:00:00
M10416,4725.0,2011-10-31 12:00:00
M10416,3961.0,2011-11-30 12:00:00
M10416,3820.0,2011-12-31 12:00:00
M10416,3660.0,2012-01-31 12:00:00
M10416,3549.0,2012-02-29 12:00:00
M10416,3618.0,2012-03-31 12:00:00
M10416,4043.0,2012-04-30 12:00:00
M10416,5271.0,2012-05-31 12:00:00
M10416,6408.0,2012-06-30 12:00:00
M10416,6958.0,2012-07-31 12:00:00
M10416,7015.0,2012-08-31 12:00:00
M10416,5759.0,2012-09-30 12:00:00
M10416,5396.0,2012-10-31 12:00:00
M10416,4825.0,2012-11-30 12:00:00
M10416,4944.0,2012-12-31 12:00:00
M10416,4604.0,2013-01-31 12:00:00
M10416,3976.0,2013-02-28 12:00:00
M10416,4117.0,2013-03-31 12:00:00
M10416,4738.0,2013-04-30 12:00:00
M10416,6170.0,2013-05-31 12:00:00
M10416,7705.0,2013-06-30 12:00:00
M10416,8367.0,2013-07-31 12:00:00
M10416,8413.0,2013-08-31 12:00:00
M10416,7386.0,2013-09-30 12:00:00
M10416,6734.0,2013-10-31 12:00:00
M10416,5594.0,2013-11-30 12:00:00
M10416,5212.0,2013-12-31 12:00:00
M10416,4260.0,2014-01-31 12:00:00
M10416,3856.0,2014-02-28 12:00:00
M10416,5049.0,2014-03-31 12:00:00
M10416,6320.0,2014-04-30 12:00:00
M10416,8074.0,2014-05-31 12:00:00
M10416,9804.0,2014-06-30 12:00:00
M10416,10444.0,2014-07-31 12:00:00
M10416,10106.0,2014-08-31 12:00:00
M10416,8800.0,2014-09-30 12:00:00
M10416,7925.0,2014-10-31 12:00:00
M10416,6810.0,2014-11-30 12:00:00
M10416,6718.0,2014-12-31 12:00:00
M10416,5850.0,2015-01-31 12:00:00
M10416,5686.0,2015-02-28 12:00:00
M10416,5800.0,2015-03-31 12:00:00
M10416,7274.0,2015-04-30 12:00:00
M10416,9182.0,2015-05-31 12:00:00
M10416,11002.0,2015-06-30 12:00:00
M10416,11822.0,2015-07-31 12:00:00
M10416,11501.0,2015-08-31 12:00:00
M10416,9953.0,2015-09-30 12:00:00
M10416,8647.0,2015-10-31 12:00:00
M10416,7501.0,2015-11-30 12:00:00
M10416,7301.0,2015-12-31 12:00:00
M10416,6380.0,2016-01-31 12:00:00
M10416,6057.0,2016-02-29 12:00:00
M10416,5941.0,2016-03-31 12:00:00
M10416,7522.0,2016-04-30 12:00:00
M10416,9710.0,2016-05-31 12:00:00
M10416,11792.0,2016-06-30 12:00:00
M10416,11824.0,2016-07-31 12:00:00
M1042,2380.0,2011-01-31 12:00:00
M1042,2390.0,2011-02-28 12:00:00
M1042,2390.0,2011-03-31 12:00:00
M1042,2390.0,2011-04-30 12:00:00
M1042,2400.0,2011-05-31 12:00:00
M1042,2400.0,2011-06-30 12:00:00
M1042,2420.0,2011-07-31 12:00:00
M1042,2410.0,2011-08-31 12:00:00
M1042,2410.0,2011-09-30 12:00:00
M1042,2390.0,2011-10-31 12:00:00
M1042,2420.0,2011-11-30 12:00:00
M1042,2410.0,2011-12-31 12:00:00
M1042,2390.0,2012-01-31 12:00:00
M1042,2390.0,2012-02-29 12:00:00
M1042,2380.0,2012-03-31 12:00:00
M1042,2360.0,2012-04-30 12:00:00
M1042,2350.0,2012-05-31 12:00:00
M1042,2350.0,2012-06-30 12:00:00
M1042,2360.0,2012-07-31 12:00:00
M1042,2350.0,2012-08-31 12:00:00
M1042,2330.0,2012-09-30 12:00:00
M1042,2360.0,2012-10-31 12:00:00
M1042,2350.0,2012-11-30 12:00:00
M1042,2350.0,2012-12-31 12:00:00
M1042,2320.0,2013-01-31 12:00:00
M1042,2350.0,2013-02-28 12:00:00
M1042,2340.0,2013-03-31 12:00:00
M1042,2340.0,2013-04-30 12:00:00
M1042,2350.0,2013-05-31 12:00:00
M1042,2370.0,2013-06-30 12:00:00
M1042,2370.0,2013-07-31 12:00:00
M1042,2370.0,2013-08-31 12:00:00
M1042,2360.0,2013-09-30 12:00:00
M1042,2360.0,2013-10-31 12:00:00
M1042,2370.0,2013-11-30 12:00:00
M1042,2370.0,2013-12-31 12:00:00
M1042,2370.0,2014-01-31 12:00:00
M1042,2360.0,2014-02-28 12:00:00
M1042,2380.0,2014-03-31 12:00:00
M1042,2370.0,2014-04-30 12:00:00
M1042,2390.0,2014-05-31 12:00:00
M1042,2410.0,2014-06-30 12:00:00
M1042,2390.0,2014-07-31 12:00:00
M1042,2380.0,2014-08-31 12:00:00
M1042,2370.0,2014-09-30 12:00:00
M1042,2380.0,2014-10-31 12:00:00
M1042,2420.0,2014-11-30 12:00:00
M1042,2420.0,2014-12-31 12:00:00
M1042,2430.0,2015-01-31 12:00:00
M1042,2430.0,2015-02-28 12:00:00
M1042,2420.0,2015-03-31 12:00:00
M1042,2430.0,2015-04-30 12:00:00
M1042,2440.0,2015-05-31 12:00:00
M1042,2440.0,2015-06-30 12:00:00
M1042,2410.0,2015-07-31 12:00:00
M1042,2390.0,2015-08-31 12:00:00
M1042,2370.0,2015-09-30 12:00:00
M1042,2370.0,2015-10-31 12:00:00
M1042,2380.0,2015-11-30 12:00:00
M1042,2370.0,2015-12-31 12:00:00
M1042,2370.0,2016-01-31 12:00:00
M1042,2370.0,2016-02-29 12:00:00
M1042,2370.0,2016-03-31 12:00:00
M1042,2370.0,2016-04-30 12:00:00
M1042,2370.0,2016-05-31 12:00:00
M1042,2380.0,2016-06-30 12:00:00
M1042,2360.0,2016-07-31 12:00:00
M1042,2350.0,2016-08-31 12:00:00
M1042,2330.0,2016-09-30 12:00:00
M10449,1197.0,2010-11-30 12:00:00
M10449,1216.0,2010-12-31 12:00:00
M10449,1189.0,2011-01-31 12:00:00
M10449,1234.0,2011-02-28 12:00:00
M10449,1202.0,2011-03-31 12:00:00
M10449,1239.0,2011-04-30 12:00:00
M10449,1221.0,2011-05-31 12:00:00
M10449,1240.0,2011-06-30 12:00:00
M10449,1243.0,2011-07-31 12:00:00
M10449,1293.0,2011-08-31 12:00:00
M10449,1310.0,2011-09-30 12:00:00
M10449,1260.0,2011-10-31 12:00:00
M10449,1282.0,2011-11-30 12:00:00
M10449,1269.0,2011-12-31 12:00:00
M10449,1267.0,2012-01-31 12:00:00
M10449,1279.0,2012-02-29 12:00:00
M10449,1275.0,2012-03-31 12:00:00
M10449,1311.0,2012-04-30 12:00:00
M10449,1343.0,2012-05-31 12:00:00
M10449,1340.0,2012-06-30 12:00:00
M10449,1377.0,2012-07-31 12:00:00
M10449,1380.0,2012-08-31 12:00:00
M10449,1331.0,2012-09-30 12:00:00
M10449,1348.0,2012-10-31 12:00:00
M10449,1363.0,2012-11-30 12:00:00
M10449,1370.0,2012-12-31 12:00:00
M10449,1370.0,2013-01-31 12:00:00
M10449,1385.0,2013-02-28 12:00:00
M10449,1338.0,2013-03-31 12:00:00
M10449,1386.0,2013-04-30 12:00:00
M10449,1383.0,2013-05-31 12:00:00
M10449,1413.0,2013-06-30 12:00:00
M10449,1426.0,2013-07-31 12:00:00
M10449,1404.0,2013-08-31 12:00:00
M10449,1371.0,2013-09-30 12:00:00
M10449,1325.0,2013-10-31 12:00:00
M10449,1377.0,2013-11-30 12:00:00
M10449,1397.0,2013-12-31 12:00:00
M10449,1448.0,2014-01-31 12:00:00
M10449,1446.0,2014-02-28 12:00:00
M10449,1480.0,2014-03-31 12:00:00
M10449,1413.0,2014-04-30 12:00:00
M10449,1439.0,2014-05-31 12:00:00
M10449,1426.0,2014-06-30 12:00:00
M10449,1399.0,2014-07-31 12:00:00
M10449,1386.0,2014-08-31 12:00:00
M10449,1379.0,2014-09-30 12:00:00
M10449,1374.0,2014-10-31 12:00:00
M10449,1373.0,2014-11-30 12:00:00
M10449,1414.0,2014-12-31 12:00:00
M10449,1407.0,2015-01-31 12:00:00
M10449,1386.0,2015-02-28 12:00:00
M10449,1401.0,2015-03-31 12:00:00
M10449,1431.0,2015-04-30 12:00:00
M10449,1431.0,2015-05-31 12:00:00
M10449,1440.0,2015-06-30 12:00:00
M10449,1429.0,2015-07-31 12:00:00
M10449,1425.0,2015-08-31 12:00:00
M10449,1424.0,2015-09-30 12:00:00
M10449,1407.0,2015-10-31 12:00:00
M10449,1429.0,2015-11-30 12:00:00
M10449,1462.0,2015-12-31 12:00:00
M10449,1473.0,2016-01-31 12:00:00
M10449,1490.0,2016-02-29 12:00:00
M10449,1468.0,2016-03-31 12:00:00
M10449,1551.0,2016-04-30 12:00:00
M10449,1559.0,2016-05-31 12:00:00
M10449,1570.0,2016-06-30 12:00:00
M10449,1561.0,2016-07-31 12:00:00
M10756,2450.0,2011-01-31 12:00:00
M10756,2450.0,2011-02-28 12:00:00
M10756,2470.0,2011-03-31 12:00:00
M10756,2560.0,2011-04-30 12:00:00
M10756,2740.0,2011-05-31 12:00:00
M10756,2880.0,2011-06-30 12:00:00
M10756,2950.0,2011-07-31 12:00:00
M10756,2960.0,2011-08-31 12:00:00
M10756,2880.0,2011-09-30 12:00:00
M10756,2730.0,2011-10-31 12:00:00
M10756,2660.0,2011-11-30 12:00:00
M10756,2590.0,2011-12-31 12:00:00
M10756,2530.0,2012-01-31 12:00:00
M10756,2570.0,2012-02-29 12:00:00
M10756,2600.0,2012-03-31 12:00:00
M10756,2650.0,2012-04-30 12:00:00
M10756,2840.0,2012-05-31 12:00:00
M10756,2980.0,2012-06-30 12:00:00
M10756,2990.0,2012-07-31 12:00:00
M10756,3020.0,2012-08-31 12:00:00
M10756,2920.0,2012-09-30 12:00:00
M10756,2810.0,2012-10-31 12:00:00
M10756,2660.0,2012-11-30 12:00:00
M10756,2640.0,2012-12-31 12:00:00
M10756,2510.0,2013-01-31 12:00:00
M10756,2530.0,2013-02-28 12:00:00
M10756,2570.0,2013-03-31 12:00:00
M10756,2610.0,2013-04-30 12:00:00
M10756,2750.0,2013-05-31 12:00:00
M10756,2890.0,2013-06-30 12:00:00
M10756,2950.0,2013-07-31 12:00:00
M10756,2990.0,2013-08-31 12:00:00
M10756,2890.0,2013-09-30 12:00:00
M10756,2740.0,2013-10-31 12:00:00
M10756,2640.0,2013-11-30 12:00:00
M10756,2620.0,2013-12-31 12:00:00
M10756,2520.0,2014-01-31 12:00:00
M10756,2540.0,2014-02-28 12:00:00
M10756,2580.0,2014-03-31 12:00:00
M10756,2580.0,2014-04-30 12:00:00
M10756,2770.0,2014-05-31 12:00:00
M10756,2850.0,2014-06-30 12:00:00
M10756,2920.0,2014-07-31 12:00:00
M10756,2920.0,2014-08-31 12:00:00
M10756,2820.0,2014-09-30 12:00:00
M10756,2710.0,2014-10-31 12:00:00
M10756,2610.0,2014-11-30 12:00:00
M10756,2600.0,2014-12-31 12:00:00
M10756,2530.0,2015-01-31 12:00:00
M10756,2540.0,2015-02-28 12:00:00
M10756,2560.0,2015-03-31 12:00:00
M10756,2650.0,2015-04-30 12:00:00
M10756,2820.0,2015-05-31 12:00:00
M10756,2920.0,2015-06-30 12:00:00
M10756,2960.0,2015-07-31 12:00:00
M10756,2960.0,2015-08-31 12:00:00
M10756,2840.0,2015-09-30 12:00:00
M10756,2690.0,2015-10-31 12:00:00
M10756,2630.0,2015-11-30 12:00:00
M10756,2580.0,2015-12-31 12:00:00
M10756,2500.0,2016-01-31 12:00:00
M10756,2520.0,2016-02-29 12:00:00
M10756,2550.0,2016-03-31 12:00:00
M10756,2620.0,2016-04-30 12:00:00
M10756,2770.0,2016-05-31 12:00:00
M10756,2910.0,2016-06-30 12:00:00
M10756,2940.0,2016-07-31 12:00:00
M10756,2940.0,2016-08-31 12:00:00
M10756,2870.0,2016-09-30 12:00:00
M10763,3454.0,2011-01-31 12:00:00
M10763,3452.0,2011-02-28 12:00:00
M10763,3459.0,2011-03-31 12:00:00
M10763,3479.0,2011-04-30 12:00:00
M10763,3476.0,2011-05-31 12:00:00
M10763,3465.0,2011-06-30 12:00:00
M10763,3461.0,2011-07-31 12:00:00
M10763,3468.0,2011-08-31 12:00:00
M10763,3466.0,2011-09-30 12:00:00
M10763,3512.0,2011-10-31 12:00:00
M10763,3607.0,2011-11-30 12:00:00
M10763,3628.0,2011-12-31 12:00:00
M10763,3513.0,2012-01-31 12:00:00
M10763,3490.0,2012-02-29 12:00:00
M10763,3502.0,2012-03-31 12:00:00
